Category,cleaned_resume
Business Analyst,technological skills knowledge computers windows platform fluency ms office applications excel word powerpoint etc html java php attributes hardworking towards achieving goal good communication skills quick learner good interpersonal relationeducation details january 2016 january 2018 mms mumbai maharashtra university mumbai january 2016 january 2018 mms management mumbai maharashtra university mumbai january 2014 b sc bandra maharashtra rivzi college january 2011 hsc bandra maharashtra st andrews college january 2011 hsc allana junior college january 2009 ssc canossa high school january 2008 ssc maharashtra state board business analyst business analyst mass group companies skill details excel exprience 23 months html exprience 6 months java exprience 6 months php exprience 6 months powerpoint exprience 6 monthscompany details company mass group companies description key role analyst responsibilities manage risk provide risk management process liaise project areas coordinate interdependencies resolve issues analyse map business process guide stakeholders devising effective efficient approaches achieving project objectives preparation various derivable e business requirement functional requirement report specification company commversion pvt ltd description responsibilities employee satisfaction reports evaluate overall work internal audit maintain timesheet validation set simple performance driven compensation strategies polices
Business Analyst,education details february 2006 february 2006 tybcom commerce mumbai business analyst business analyst skill details company details company motilal oswal description business analyst handling operation institutional equities maintain daily mis excel cag research derivative sales team preparing auto dashboard research sales trading team working excel macro create innovative report working block related data working bd fund different geo working investors corporate meeting track corporate block fund interest sector company fss description project description maintain prepare cash indent cash report cash position cash planning responsibilities maintain daily mis excel provide complete information mis atm maintain prepare cash indent cash report cash position cash planning co ordinate bank cash depa ment co ordinate custodians degree course year passing grade institute university board percentage company angel broking description reporting assistant manager sr manger responsibilities handling team 14 quality assurance team members maintain daily mis excel team productivity maintain prepare repots adding comments remark mailing client modification given number mailing reports different branches coordinating rm provide complete information script client
Business Analyst,key skills requirement gathering requirement analysis design specifications client communication system documentation problem solving sdlc operating systems windows os unix linux ubuntu languages java c web languages javascript html tools citrix software system architect quality center v9 0 v10 0 tortoise svn doors artifact viewer jformdesigner jira microsoft d365 skills microsoft office ms excel ms powerpoint ms visio autocad vlsi ms cit certified education details january 2012 electronics mumbai maharashtra mumbai university january 2006 maharashtra state board business analyst business analyst intertek india pvt ltd skill details sdlc exprience 75 months visio exprience 60 months requirement gathering exprience 15 months documentation exprience less 1 year months functional testing exprience less 1 year months business analysis exprience less 1 year months jira exprience less 1 year monthscompany details company intertek india pvt ltd description business analyst key responsibilities include requirements gathering requirements analysis documentation like frd creation providing kt sessions team client communication gap analysis company intertek india pvt ltd description requirement gathering businesses creating frds vendor interaction functional technical disciplines creating project plan walkthrough team regarding requirement change proposal management effort estimation impact gap analysis actively participate change proposal implementation testing define ways improvement enhancement defect analysis clarifying functional queries team members developers creating uat test cases executing test management test data creation test case writing test case execution manual regression tests various stages sdlc project details project 1 inlight feb 2018 till date platform net description inlight supplier risk assessment application inlight application designed assess suppliers within supply chain application boards importers exporters suppliers based role perform questionnaire assigned fill questionnaire basis answer scoring methodology defined suppliers assessed critical high medium low helps assessing risk involved working certain suppliers supply chain beyond curriculum completed internship l attended logistics business school training germany a1 certified german language travelled onsite business meetings discussions clients personal dossier company allcargo india pvt ltd description frd creation client communication vendor management product walk team company allcargo india pvt ltd description requirement gathering businesses creating brds fsds vendor interaction functional technical disciplines creating project plan analyzing business requirements defining consistent correct complete specification change proposal management effort estimation impact gap analysis actively participate change proposal implementation testing define ways improvement enhancement defect analysis clarifying functional queries team members developers prepare requirement document user manual test cases training material test management test data creation test case writing test case execution manual regression tests various stages sdlc project details project 1 crm nov 2017 feb 2018 platform microsoft d365 description crm sales management system crm software solution specially designed handling sales management product provided microsoft helps tracking sales company activities salesperson 360 degree view customer ounts basically helps get overall status view various businesses company achieving different customers platform salesperson provides details lead opportunity ounts businesses available cloud project 2 credit risk nov 2017 feb 2018 platform net description credit risk customer credit check management system credit risk software solution specially designed checking credit status customer businesses gained software basically designed take kyc consent customer customers provide consent credit report monitoring report obtained credit bureau based reports customer health determined business either discontinued work experience 3 company capgemini india pvt ltd description client db schenker analyzing business requirements defining consistent correct complete specification change proposal management effort estimation impact gap analysis actively participate change proposal implementation testing define ways improvement enhancement defect analysis clarifying functional queries team members developers prepare requirement document user manual test cases training material impart business process knowledge transfer team members prepare business functional process workflow using visio uml etc working knowledge ooad object oriented analysis design concept helping junior bas work supervising work tools applications system architect doors uml designs concepts hp quality center mwb jformdesigner test management test data creation test case writing test case execution manual regression tests various stages sdlc project details company capgemini india pvt ltd description platform java description tango sea air cargo management system tango software solution specially designed handling sea air cargo import export management tango manages creation shipment tracking shipment via multiple service legs e pick delivery leg etc helps managing end end shipment respect entire department involvement globally work experience 2 company capgemini india pvt ltd description
Business Analyst,skills area exposure modeling tool bizagi ms visio prototyping tool indigo studio documentation ms office ms word ms excel ms power point testing proficiency smoke sanity integration functional eptance ui methodology implemented waterfall agile scrum database sql testing tool hpqc business exposure education details bachelor computer engineering computer engineering mumbai maharashtra thadomal shahani engineering college diploma computer engineering ulhasnagar maharashtra institute technology secondary school certificate ulhasnagar maharashtra new english high school senior business analyst rpa senior business analyst rpa hexaware technologies skill details documentation exprience 47 months testing exprience 29 months integration exprience 25 months integrator exprience 25 months prototype exprience 13 monthscompany details company hexaware technologies description working rpa business analyst company bbh brown brothers harriman co description private bank provides commercial banking investment management brokerage trust services private companies individuals also performs merger advisory foreign exchange custody services commercial banking corporate financing services responsibilities performed automation assessment various processes identified processes candidates rpa conducting assessment involves initial understanding existing system technology processes usage tools feasibility tool automation tool along automation roi analysis preparing automation potential sheet describes steps process volume frequency transaction aht taken sme perform process depending steps could automated automation potential manual efforts saved calculated calculating complexity process considered automation depending factors number bots number automation tool licenses determined implementing proof concept poc validate feasibility executing selected critical use cases conducting poc helps identify financial operational benefits provide recommendations regarding actual need complete automation gathering business requirements conducting detailed interviews business users stakeholders subject matter experts sme preparing business requirement document converted business requirements functional requirements specification constructing prototype early toward design eptable customer feasible assisting designing test plans test scenarios test cases integration regression user eptance testing uat improve overall quality automation participating regularly walkthroughs review meetings project manager qa engineers development team regularly interacting offshore onshore development teams company fadv first advantage description criminal background check company delivers global solutions ranging employment screenings background checks following processes covered email process research process review process responsibilities requirement gathering conducting interviews brainstorming sessions stakeholders develop decision models execute rules per use case specifications test validate decision models document test data maintain enhance decision models changes regulations per use case specifications responsible performing business research make business growth developing clear understanding existing business functions processes effectively communicate onsite clients queries suggestions update giving suggestions enhance current processes identifying areas process improvement flagging potential problems early stage preparing powerpoint presentations documents business meetings using information gathered write detailed reports highlighting risks issues could impact project delivery able work urately develop maintain documentation internal team training client end user operations work efficiently team members across teams mentor train junior team members company clinical testing lab work diagnostic testing description iqvia provides services customers includes clinical testing lab work diagnostic testing clinical trial customers need pay iqvia aging details invoices generated following processes covered tracking payments automated real time metrics reporting dashboard past due notifications ar statements credit rebill responsibilities conducting meetings clients key stakeholders gather requirements analyze finalize formal sign offs approvers gather perform analysis business requirements translating business requirements business requirement document brd functional requirement document frd facilitating meetings appropriate subject matter experts business technology teams coordinating business user community execution user eptance test well tracking issues working collaborating coordinating offshore onsite team members fulfill ba responsibilities project initiation post implementation reviewing test scripts business users well technology team execute test scripts expected results system integration test sit user eptance test uat coordinating conducting production eptance testing pat business users creating flow diagrams structure charts types system process representations managing changes requirements baseline change control process utilizing standard methods design testing tools throughout project development life cycle work closely operational functional teams operations management personnel various technology teams facilitate shared understanding requirements priorities across areas company eduavenir solution description project b b inventory management application allows user manage inventory details different warehouses different products located various locations help extract goods procured sold returned customers generates automated invoicesalong withcustomized reports also managescustomer complaint resolution system implementation along automated mis monthly basis sales forecastingis also developed mis system streamlining process warehousing dispatch along online proof delivery management system pod documentation generated responsibilities participate requirement gathering discussion client understand flow business processes analyze requirements determine core processes develop process documentation ensure stay date conjunction going changes participate process flow analysis preparing brd srs coordinating developers designers operations teams various nuances project communicate stakeholder requirements requirement enhancement implementation finally deliver within estimated timeframe support uat reviewing test cases manage version control documents software builds coordinate stakeholders uat sign coordinate internally production movement till golive stage application provide demo training internal end user using powerpoint presentation resolving project functional technical issues uat prioritizing production bugs resolving within estimated timeframe preparing project status report production bugs status stakeholders promoting networking online trading platform designing query sheet obtaining comparison quotes various vendors development product codes material codes inventory management master data management company capgemini head office description type mobile device testing duration january 2014 august 2014 follet application takes electronic request user books requires particular follet store detailed information books include name book price date transaction parties involved sent follet stores user create request one books given date request processed user gets mail date provided book responsibilities understanding needs business requirements preparing brd srs eliciting requirements client smes understanding dependency modules system preparation test plan unit level integration level preparation execution test cases defect tracking issue resolution risk monitoring status tracking reporting follow preparation test completion report company capgemini head office description company capgemini head office description humana health care insurance project u deals supplying various medicines citizens per doctor reference patient insurance policy application keeps track medicines user consumed past generates patient history citizen given drug doctor reference doctor information also linked patient history responsibilities understanding requirements getting clarifications client involved writing test cases based test scenarios execute ensuring test coverage using requirement traceability matrix preparation test completion report company capgemini head office description testing trends wqr world quality report application allows users take survey different methods technologies used testing users choose answer type questions three different categories users facility search view export data excel also users get daily weekly reports email new trends testing implemented around globe testing trends wqr app available android ios platforms responsibilities understanding requirements getting clarifications client writing test cases based test scenarios executed performing different types testing functional integration system uat defect resolution maintenance application
Business Analyst,technological skills knowledge computers windows platform fluency ms office applications excel word powerpoint etc html java php attributes hardworking towards achieving goal good communication skills quick learner good interpersonal relationeducation details january 2016 january 2018 mms mumbai maharashtra university mumbai january 2016 january 2018 mms management mumbai maharashtra university mumbai january 2014 b sc bandra maharashtra rivzi college january 2011 hsc bandra maharashtra st andrews college january 2011 hsc allana junior college january 2009 ssc canossa high school january 2008 ssc maharashtra state board business analyst business analyst mass group companies skill details excel exprience 23 months html exprience 6 months java exprience 6 months php exprience 6 months powerpoint exprience 6 monthscompany details company mass group companies description key role analyst responsibilities manage risk provide risk management process liaise project areas coordinate interdependencies resolve issues analyse map business process guide stakeholders devising effective efficient approaches achieving project objectives preparation various derivable e business requirement functional requirement report specification company commversion pvt ltd description responsibilities employee satisfaction reports evaluate overall work internal audit maintain timesheet validation set simple performance driven compensation strategies polices
Business Analyst,education details february 2006 february 2006 tybcom commerce mumbai business analyst business analyst skill details company details company motilal oswal description business analyst handling operation institutional equities maintain daily mis excel cag research derivative sales team preparing auto dashboard research sales trading team working excel macro create innovative report working block related data working bd fund different geo working investors corporate meeting track corporate block fund interest sector company fss description project description maintain prepare cash indent cash report cash position cash planning responsibilities maintain daily mis excel provide complete information mis atm maintain prepare cash indent cash report cash position cash planning co ordinate bank cash depa ment co ordinate custodians degree course year passing grade institute university board percentage company angel broking description reporting assistant manager sr manger responsibilities handling team 14 quality assurance team members maintain daily mis excel team productivity maintain prepare repots adding comments remark mailing client modification given number mailing reports different branches coordinating rm provide complete information script client
Business Analyst,key skills requirement gathering requirement analysis design specifications client communication system documentation problem solving sdlc operating systems windows os unix linux ubuntu languages java c web languages javascript html tools citrix software system architect quality center v9 0 v10 0 tortoise svn doors artifact viewer jformdesigner jira microsoft d365 skills microsoft office ms excel ms powerpoint ms visio autocad vlsi ms cit certified education details january 2012 electronics mumbai maharashtra mumbai university january 2006 maharashtra state board business analyst business analyst intertek india pvt ltd skill details sdlc exprience 75 months visio exprience 60 months requirement gathering exprience 15 months documentation exprience less 1 year months functional testing exprience less 1 year months business analysis exprience less 1 year months jira exprience less 1 year monthscompany details company intertek india pvt ltd description business analyst key responsibilities include requirements gathering requirements analysis documentation like frd creation providing kt sessions team client communication gap analysis company intertek india pvt ltd description requirement gathering businesses creating frds vendor interaction functional technical disciplines creating project plan walkthrough team regarding requirement change proposal management effort estimation impact gap analysis actively participate change proposal implementation testing define ways improvement enhancement defect analysis clarifying functional queries team members developers creating uat test cases executing test management test data creation test case writing test case execution manual regression tests various stages sdlc project details project 1 inlight feb 2018 till date platform net description inlight supplier risk assessment application inlight application designed assess suppliers within supply chain application boards importers exporters suppliers based role perform questionnaire assigned fill questionnaire basis answer scoring methodology defined suppliers assessed critical high medium low helps assessing risk involved working certain suppliers supply chain beyond curriculum completed internship l attended logistics business school training germany a1 certified german language travelled onsite business meetings discussions clients personal dossier company allcargo india pvt ltd description frd creation client communication vendor management product walk team company allcargo india pvt ltd description requirement gathering businesses creating brds fsds vendor interaction functional technical disciplines creating project plan analyzing business requirements defining consistent correct complete specification change proposal management effort estimation impact gap analysis actively participate change proposal implementation testing define ways improvement enhancement defect analysis clarifying functional queries team members developers prepare requirement document user manual test cases training material test management test data creation test case writing test case execution manual regression tests various stages sdlc project details project 1 crm nov 2017 feb 2018 platform microsoft d365 description crm sales management system crm software solution specially designed handling sales management product provided microsoft helps tracking sales company activities salesperson 360 degree view customer ounts basically helps get overall status view various businesses company achieving different customers platform salesperson provides details lead opportunity ounts businesses available cloud project 2 credit risk nov 2017 feb 2018 platform net description credit risk customer credit check management system credit risk software solution specially designed checking credit status customer businesses gained software basically designed take kyc consent customer customers provide consent credit report monitoring report obtained credit bureau based reports customer health determined business either discontinued work experience 3 company capgemini india pvt ltd description client db schenker analyzing business requirements defining consistent correct complete specification change proposal management effort estimation impact gap analysis actively participate change proposal implementation testing define ways improvement enhancement defect analysis clarifying functional queries team members developers prepare requirement document user manual test cases training material impart business process knowledge transfer team members prepare business functional process workflow using visio uml etc working knowledge ooad object oriented analysis design concept helping junior bas work supervising work tools applications system architect doors uml designs concepts hp quality center mwb jformdesigner test management test data creation test case writing test case execution manual regression tests various stages sdlc project details company capgemini india pvt ltd description platform java description tango sea air cargo management system tango software solution specially designed handling sea air cargo import export management tango manages creation shipment tracking shipment via multiple service legs e pick delivery leg etc helps managing end end shipment respect entire department involvement globally work experience 2 company capgemini india pvt ltd description
Business Analyst,skills area exposure modeling tool bizagi ms visio prototyping tool indigo studio documentation ms office ms word ms excel ms power point testing proficiency smoke sanity integration functional eptance ui methodology implemented waterfall agile scrum database sql testing tool hpqc business exposure education details bachelor computer engineering computer engineering mumbai maharashtra thadomal shahani engineering college diploma computer engineering ulhasnagar maharashtra institute technology secondary school certificate ulhasnagar maharashtra new english high school senior business analyst rpa senior business analyst rpa hexaware technologies skill details documentation exprience 47 months testing exprience 29 months integration exprience 25 months integrator exprience 25 months prototype exprience 13 monthscompany details company hexaware technologies description working rpa business analyst company bbh brown brothers harriman co description private bank provides commercial banking investment management brokerage trust services private companies individuals also performs merger advisory foreign exchange custody services commercial banking corporate financing services responsibilities performed automation assessment various processes identified processes candidates rpa conducting assessment involves initial understanding existing system technology processes usage tools feasibility tool automation tool along automation roi analysis preparing automation potential sheet describes steps process volume frequency transaction aht taken sme perform process depending steps could automated automation potential manual efforts saved calculated calculating complexity process considered automation depending factors number bots number automation tool licenses determined implementing proof concept poc validate feasibility executing selected critical use cases conducting poc helps identify financial operational benefits provide recommendations regarding actual need complete automation gathering business requirements conducting detailed interviews business users stakeholders subject matter experts sme preparing business requirement document converted business requirements functional requirements specification constructing prototype early toward design eptable customer feasible assisting designing test plans test scenarios test cases integration regression user eptance testing uat improve overall quality automation participating regularly walkthroughs review meetings project manager qa engineers development team regularly interacting offshore onshore development teams company fadv first advantage description criminal background check company delivers global solutions ranging employment screenings background checks following processes covered email process research process review process responsibilities requirement gathering conducting interviews brainstorming sessions stakeholders develop decision models execute rules per use case specifications test validate decision models document test data maintain enhance decision models changes regulations per use case specifications responsible performing business research make business growth developing clear understanding existing business functions processes effectively communicate onsite clients queries suggestions update giving suggestions enhance current processes identifying areas process improvement flagging potential problems early stage preparing powerpoint presentations documents business meetings using information gathered write detailed reports highlighting risks issues could impact project delivery able work urately develop maintain documentation internal team training client end user operations work efficiently team members across teams mentor train junior team members company clinical testing lab work diagnostic testing description iqvia provides services customers includes clinical testing lab work diagnostic testing clinical trial customers need pay iqvia aging details invoices generated following processes covered tracking payments automated real time metrics reporting dashboard past due notifications ar statements credit rebill responsibilities conducting meetings clients key stakeholders gather requirements analyze finalize formal sign offs approvers gather perform analysis business requirements translating business requirements business requirement document brd functional requirement document frd facilitating meetings appropriate subject matter experts business technology teams coordinating business user community execution user eptance test well tracking issues working collaborating coordinating offshore onsite team members fulfill ba responsibilities project initiation post implementation reviewing test scripts business users well technology team execute test scripts expected results system integration test sit user eptance test uat coordinating conducting production eptance testing pat business users creating flow diagrams structure charts types system process representations managing changes requirements baseline change control process utilizing standard methods design testing tools throughout project development life cycle work closely operational functional teams operations management personnel various technology teams facilitate shared understanding requirements priorities across areas company eduavenir solution description project b b inventory management application allows user manage inventory details different warehouses different products located various locations help extract goods procured sold returned customers generates automated invoicesalong withcustomized reports also managescustomer complaint resolution system implementation along automated mis monthly basis sales forecastingis also developed mis system streamlining process warehousing dispatch along online proof delivery management system pod documentation generated responsibilities participate requirement gathering discussion client understand flow business processes analyze requirements determine core processes develop process documentation ensure stay date conjunction going changes participate process flow analysis preparing brd srs coordinating developers designers operations teams various nuances project communicate stakeholder requirements requirement enhancement implementation finally deliver within estimated timeframe support uat reviewing test cases manage version control documents software builds coordinate stakeholders uat sign coordinate internally production movement till golive stage application provide demo training internal end user using powerpoint presentation resolving project functional technical issues uat prioritizing production bugs resolving within estimated timeframe preparing project status report production bugs status stakeholders promoting networking online trading platform designing query sheet obtaining comparison quotes various vendors development product codes material codes inventory management master data management company capgemini head office description type mobile device testing duration january 2014 august 2014 follet application takes electronic request user books requires particular follet store detailed information books include name book price date transaction parties involved sent follet stores user create request one books given date request processed user gets mail date provided book responsibilities understanding needs business requirements preparing brd srs eliciting requirements client smes understanding dependency modules system preparation test plan unit level integration level preparation execution test cases defect tracking issue resolution risk monitoring status tracking reporting follow preparation test completion report company capgemini head office description company capgemini head office description humana health care insurance project u deals supplying various medicines citizens per doctor reference patient insurance policy application keeps track medicines user consumed past generates patient history citizen given drug doctor reference doctor information also linked patient history responsibilities understanding requirements getting clarifications client involved writing test cases based test scenarios execute ensuring test coverage using requirement traceability matrix preparation test completion report company capgemini head office description testing trends wqr world quality report application allows users take survey different methods technologies used testing users choose answer type questions three different categories users facility search view export data excel also users get daily weekly reports email new trends testing implemented around globe testing trends wqr app available android ios platforms responsibilities understanding requirements getting clarifications client writing test cases based test scenarios executed performing different types testing functional integration system uat defect resolution maintenance application
Business Analyst,technological skills knowledge computers windows platform fluency ms office applications excel word powerpoint etc html java php attributes hardworking towards achieving goal good communication skills quick learner good interpersonal relationeducation details january 2016 january 2018 mms mumbai maharashtra university mumbai january 2016 january 2018 mms management mumbai maharashtra university mumbai january 2014 b sc bandra maharashtra rivzi college january 2011 hsc bandra maharashtra st andrews college january 2011 hsc allana junior college january 2009 ssc canossa high school january 2008 ssc maharashtra state board business analyst business analyst mass group companies skill details excel exprience 23 months html exprience 6 months java exprience 6 months php exprience 6 months powerpoint exprience 6 monthscompany details company mass group companies description key role analyst responsibilities manage risk provide risk management process liaise project areas coordinate interdependencies resolve issues analyse map business process guide stakeholders devising effective efficient approaches achieving project objectives preparation various derivable e business requirement functional requirement report specification company commversion pvt ltd description responsibilities employee satisfaction reports evaluate overall work internal audit maintain timesheet validation set simple performance driven compensation strategies polices
Business Analyst,education details february 2006 february 2006 tybcom commerce mumbai business analyst business analyst skill details company details company motilal oswal description business analyst handling operation institutional equities maintain daily mis excel cag research derivative sales team preparing auto dashboard research sales trading team working excel macro create innovative report working block related data working bd fund different geo working investors corporate meeting track corporate block fund interest sector company fss description project description maintain prepare cash indent cash report cash position cash planning responsibilities maintain daily mis excel provide complete information mis atm maintain prepare cash indent cash report cash position cash planning co ordinate bank cash depa ment co ordinate custodians degree course year passing grade institute university board percentage company angel broking description reporting assistant manager sr manger responsibilities handling team 14 quality assurance team members maintain daily mis excel team productivity maintain prepare repots adding comments remark mailing client modification given number mailing reports different branches coordinating rm provide complete information script client
SAP Developer,skills etl data warehousing sql pl sql basic core java basic python tools sap bods sap bo oracle 11g sybase education details august 2008 july 2012 bachelor engineering navi mumbai panvel maharashtra mumbai university june 2006 may 2007 b e computer engineering navi mumbai maharashtra ryan international school sap bo bods developer administrator tata consultancy services limited sap bp bods developer administrator tata consultancy sap bods skill details data warehousing exprience 6 months sap bo admin exprience less 1 year months sap bods exprience less 1 year months etl exprience less 1 year months basic core java exprience less 1 year months sap bo exprience less 1 year months sap bods admin exprience less 1 year months basic python exprience less 1 year monthscompany details company sap bods description client royal bank canada developed bods jobs created modified packages migration sybase oracle database taking regular performance enhancement activities co coordinating teams like database team server team data center team identify bottlenecks running jobs developed bods jobs fetch data sap r3 using various data transfer modes implemented central repositories move jobs seamlessly multi developer environment company tata consultancy services limited description installed configured five environments bo 4 0 bods 4 0 4 2 dev qa prod standby dr apache tomcat web app servers windows loading data received various source systems like tcs bancs sap r3 los credence flat files using scd1 scd2 data warehouse generate consolidated reports developed bods jobs fetch data sap r3 using various data transfer modes implemented central repositories move jobs seamlessly multi developer environment configuration creation bods repositories using repository manager sever manager used formats transforms including flat file formats query table comparison history preserving validation transform key generation map operation deployed bods active active mode using server groups improve performance availability system using bo java sdk build custom java programs automate various administration tasks fetching metadata bo system implemented bo mobile used wdeploy separate static dynamic contents web server web application developed audit reports web intelligence using audit universe gather information usage various reports bo system implemented deployed features like trusted authentication vintela sso make application easy use end users daily administrator tasks involved migration resources one environment another publication creation monitoring troubleshooting issues application monitoring application tools available ensure application available round clock involved testing backup systems standby dr make sure application continue service business users case primary systems company tata consultancy services limited description client tata capital financial services limited installed configured five environments bo 4 0 bods 4 0 4 2 dev qa prod standby dr apache tomcat web app servers windows loading data received various source systems like tcs bancs sap r3 los credence flat files using scd1 scd2 data warehouse generate consolidated reports configuration creation bods repositories using repository manager sever manager used formats transforms including flat file formats query table comparison history preserving validation transform key generation map operation deployed bods active active mode using server groups improve performance availability system using bo java sdk build custom java programs automate various administration tasks fetching metadata bo system implemented bo mobile used wdeploy separate static dynamic contents web server web application developed audit reports web intelligence using audit universe gather information usage various reports bo system implemented deployed features like trusted authentication vintela sso make application easy use end users daily administrator tasks involved migration resources one environment another publication creation monitoring troubleshooting issues application monitoring application tools available ensure application available round clock involved testing backup systems standby dr make sure application continue service business users case primary systems
SAP Developer,competencies sap business intelligence version sap bo 4 2 bo tools design studio idt webi udt cmc activities backend db hana bw bex queries sqleducation details sap bo developer sap hana developer sap bo developer credit suisse skill details sap bi exprience 72 months cmc exprience 72 months hana exprience 36 months business intelligence exprience 72 months sql exprience 72 months sap bo exprience 72 monthscompany details company enture description company enture pune environment sap bo 4 2 idt hana views role sap bo developer hana developer description project aims provide reporting solution swiss business users universe supports analyzing customer funds purchase order patterns order lifecycle reporting purpose reports provide end end view entire sales order transaction track investment orders various funds including status orders order types along gross value net value generated orders roles responsibilities analyzed user requirements sorted best possible ways optimizing performance universe cv generated views development hana studio handling day day activities involved development business objects per client requirements worked team member backend counterpart understand business requirements developing maintaining universes raised oss tickets sap issues implemented suggestion workaround development fixed webi issues reported users created biar file promoted higher environments change request project handover team documentation reference project 2 project name nestle client nestle globe company tech mahindra pvt ltd bangalore environment sap bo 4 2 idt hana views role sap bo developer hana developer description project aims provide reporting solution global business users globe integrated order io billing detail order detail universes combines orders deliveries shipment billing documents order item level universe supports analyzing customer order patterns order lifecycle reporting purpose reports universe provide end end view entire sales order transaction track sales orders various ways including status orders order types along gross value net value generated orders roles responsibilities analyzed user requirements sorted best possible ways optimizing performance universe cv generated views development hana studio handling day day activities involved development business objects per client requirements worked team member backend counterpart understand business requirements developing maintaining universes raised oss tickets sap issues implemented suggestion workaround development implemented union pruning concept universe optimize performance partition selection hana views passing value prompt fixed webi issues reported users created biar file promoted higher environments change request project handover team documentation reference project 3 project name nestle client nestle tct company tech mahindra pvt ltd bangalore environment sap bo xi 4 2 design studio 1 6 sp6 bex queries role sap bo developer description project developed show delay nestle freight orders hours cross tab bar chart geo map due weather conditions basic source data bw bex queries top queries dashboard designed main user audience transport control tower members analyze take decision send consignments via modes transport due weather conditions avoid delay reduce expenditure roles responsibilities involved users understand business requirements implement feature generic way suggested best visualization components dashboard use analyzing user requirements finding best possible ways representing data bug fixes feature enhancement application project 4 project name nestle client nestle ba company tech mahindra pvt ltd bangalore environment sap bo 4 2 design studio 1 6 bex queries role sap bo developer description project nestle ba catalogue reporting nestle basically provide dashboard design studio information reports used within nestle dashboard used users nestle within different region globe basic source data bw bex queries top queries dashboard designed main purpose project help users understand usage different reports portal help take decision decommissioning report roles responsibilities involved customer understand business requirements order present data meaningful manner suggested component selection visualize data effectively analyzing user requirements finding best possible ways representing data changes bw query ording requirement interacting client team requirement gathering analysis implemented ideas bex design studio app optimize performance help su essful poc project 5 project name warner bros client marvin pictures us company capgemini pvt ltd bangalore tools teradata db sap bo 4 1 webi idt cmc query builder hpsm ticketing tool role sap bo developer description purpose project tracking dvd comic sale worldwide application used end users analyze sales information help taking decision business growth sales reports webi based universe teradata tables source universe worked shared resource cmc activities webi universe issues tickets roles responsibilities working team member understand business requirements performed cmc activities like user user group creation providing ess objects folders created folders reports connection universes provided user security connection pointing universe worked issue related connection universe objects webi reports enhancements raised oss messages sap seek solution related bo tool limitations worked webi report universe defects enhancements meeting users understand issue suggest best solution eta worked query builder find bo objects metadata investigation created biar format using promotion management project 6 project name nordea client nordea bank sweden company capgemini pvt ltd bangalore environment sap bo 4 1 idt webi teradata role sap bo developer description project report analytics nordea aims provide clear analysis personal company ounts bank around world regions reports data related users ount type webi reports based universe based teradata db financial tables project mainly tracks firm sales respect different criteria like customer wise sales different categories helps various end users analyze sales related information help business growth make precise decisions roles responsibilities involved activities understand business requirements analyzing user requirements finding best possible ways representing data designing developing interactive webi reports per client dynamic requirements developed webi reports blocks graphs linked report summary report development performing unit test activities presentation users implementation business object e webi one environment another using biar file fixed issues webi reports related data report formatting made changes report requested users mat prepared rdd reports performed unit testing provided kt users supports teams company tech mahindra description company capgemini description
